rowid,wordplay,indicator,clue_rowids
268,anagram,a variety of,"[160123](/data/clues/160123), [291247](/data/clues/291247), [379562](/data/clues/379562)"
269,anagram,a version of,[414498](/data/clues/414498)
270,anagram,abandon,"[429816](/data/clues/429816), [491699](/data/clues/491699)"
271,anagram,abandoned,"[3332](/data/clues/3332), [8947](/data/clues/8947), [14668](/data/clues/14668), [17263](/data/clues/17263), [36402](/data/clues/36402), [77311](/data/clues/77311), [100462](/data/clues/100462), [106071](/data/clues/106071), [111812](/data/clues/111812), [150658](/data/clues/150658), [155435](/data/clues/155435), [163324](/data/clues/163324), [201108](/data/clues/201108), [268309](/data/clues/268309), [275265](/data/clues/275265), [290699](/data/clues/290699), [307322](/data/clues/307322), [308619](/data/clues/308619), [311557](/data/clues/311557), [314592](/data/clues/314592), [322384](/data/clues/322384), [330645](/data/clues/330645), [340282](/data/clues/340282), [345140](/data/clues/345140), [349028](/data/clues/349028), [350881](/data/clues/350881), [354447](/data/clues/354447), [359318](/data/clues/359318), [372179](/data/clues/372179), [375368](/data/clues/375368), [381766](/data/clues/381766), [385093](/data/clues/385093), [388213](/data/clues/388213), [389280](/data/clues/389280), [399832](/data/clues/399832), [404552](/data/clues/404552), [404819](/data/clues/404819), [409272](/data/clues/409272), [409413](/data/clues/409413), [412302](/data/clues/412302), [419034](/data/clues/419034), [419101](/data/clues/419101), [423712](/data/clues/423712), [424639](/data/clues/424639), [427129](/data/clues/427129), [431566](/data/clues/431566), [431726](/data/clues/431726), [434542](/data/clues/434542), [437986](/data/clues/437986), [446306](/data/clues/446306), [454901](/data/clues/454901), [466958](/data/clues/466958), [468738](/data/clues/468738), [476064](/data/clues/476064), [478194](/data/clues/478194), [487397](/data/clues/487397), [488979](/data/clues/488979), [500469](/data/clues/500469), [599591](/data/clues/599591), [609582](/data/clues/609582), [647389](/data/clues/647389), [667433](/data/clues/667433)"
272,anagram,abandonment of,[307762](/data/clues/307762)
273,anagram,aberration,[477814](/data/clues/477814)
274,anagram,abhorrent,[649212](/data/clues/649212)
275,anagram,abject,[447303](/data/clues/447303)
276,anagram,abjectly,[217578](/data/clues/217578)
277,anagram,abnormal,"[142086](/data/clues/142086), [187481](/data/clues/187481), [471668](/data/clues/471668), [499085](/data/clues/499085), [499616](/data/clues/499616), [641891](/data/clues/641891)"
278,anagram,abnormally,"[155419](/data/clues/155419), [332263](/data/clues/332263), [423467](/data/clues/423467), [435656](/data/clues/435656), [481158](/data/clues/481158)"
279,anagram,abominable,"[172380](/data/clues/172380), [453333](/data/clues/453333)"
280,anagram,abomination,[406722](/data/clues/406722)
281,anagram,aborted,[441966](/data/clues/441966)
282,anagram,about,"[9513](/data/clues/9513), [12626](/data/clues/12626), [12938](/data/clues/12938), [16638](/data/clues/16638), [19558](/data/clues/19558), [45238](/data/clues/45238), [62706](/data/clues/62706), [68654](/data/clues/68654), [76978](/data/clues/76978), [78143](/data/clues/78143), [97906](/data/clues/97906), [100448](/data/clues/100448), [103448](/data/clues/103448), [105046](/data/clues/105046), [106291](/data/clues/106291), [109930](/data/clues/109930), [110300](/data/clues/110300), [110802](/data/clues/110802), [112748](/data/clues/112748), [114304](/data/clues/114304), [115569](/data/clues/115569), [118054](/data/clues/118054), [118975](/data/clues/118975), [120524](/data/clues/120524), [120529](/data/clues/120529), [126265](/data/clues/126265), [129646](/data/clues/129646), [129666](/data/clues/129666), [130884](/data/clues/130884), [133828](/data/clues/133828), [133834](/data/clues/133834), [134596](/data/clues/134596), [134643](/data/clues/134643), [137599](/data/clues/137599), [142886](/data/clues/142886), [143134](/data/clues/143134), [144487](/data/clues/144487), [156024](/data/clues/156024), [156171](/data/clues/156171), [157681](/data/clues/157681), [159504](/data/clues/159504), [163309](/data/clues/163309), [164160](/data/clues/164160), [164288](/data/clues/164288), [167276](/data/clues/167276), [170083](/data/clues/170083), [170091](/data/clues/170091), [170104](/data/clues/170104), [171744](/data/clues/171744), [177534](/data/clues/177534), [183498](/data/clues/183498), [183681](/data/clues/183681), [185275](/data/clues/185275), [186526](/data/clues/186526), [186535](/data/clues/186535), [187936](/data/clues/187936), [189396](/data/clues/189396), [189747](/data/clues/189747), [189748](/data/clues/189748), [192873](/data/clues/192873), [196259](/data/clues/196259), [210671](/data/clues/210671), [214308](/data/clues/214308), [225123](/data/clues/225123), [230303](/data/clues/230303), [234641](/data/clues/234641), [237796](/data/clues/237796), [238356](/data/clues/238356), [238884](/data/clues/238884), [239189](/data/clues/239189), [239973](/data/clues/239973), [245362](/data/clues/245362), [246440](/data/clues/246440), [253351](/data/clues/253351), [255951](/data/clues/255951), [256196](/data/clues/256196), [269657](/data/clues/269657), [279070](/data/clues/279070), [292025](/data/clues/292025), [294586](/data/clues/294586), [294612](/data/clues/294612), [294650](/data/clues/294650), [295597](/data/clues/295597), [296548](/data/clues/296548), [296994](/data/clues/296994), [297196](/data/clues/297196), [297971](/data/clues/297971), [298888](/data/clues/298888), [299190](/data/clues/299190), [299404](/data/clues/299404), [299502](/data/clues/299502), [300341](/data/clues/300341), [300819](/data/clues/300819), [301911](/data/clues/301911), [302873](/data/clues/302873), [302932](/data/clues/302932), [303631](/data/clues/303631), [304178](/data/clues/304178), [304754](/data/clues/304754), [304892](/data/clues/304892), [305437](/data/clues/305437), [305531](/data/clues/305531), [306055](/data/clues/306055), [307842](/data/clues/307842), [308320](/data/clues/308320), [308792](/data/clues/308792), [309217](/data/clues/309217), [309284](/data/clues/309284), [309677](/data/clues/309677), [309710](/data/clues/309710), [310204](/data/clues/310204), [311276](/data/clues/311276), [311321](/data/clues/311321), [312291](/data/clues/312291), [312601](/data/clues/312601), [313030](/data/clues/313030), [313833](/data/clues/313833), [314624](/data/clues/314624), [315165](/data/clues/315165), [315903](/data/clues/315903), [315973](/data/clues/315973), [318317](/data/clues/318317), [318531](/data/clues/318531), [320001](/data/clues/320001), [322482](/data/clues/322482), [323211](/data/clues/323211), [323706](/data/clues/323706), [324351](/data/clues/324351), [324662](/data/clues/324662), [325464](/data/clues/325464), [326389](/data/clues/326389), [327080](/data/clues/327080), [327627](/data/clues/327627), [327851](/data/clues/327851), [328053](/data/clues/328053), [328646](/data/clues/328646), [328665](/data/clues/328665), [329152](/data/clues/329152), [330519](/data/clues/330519), [333807](/data/clues/333807), [333933](/data/clues/333933), [336452](/data/clues/336452), [338389](/data/clues/338389), [340274](/data/clues/340274), [340965](/data/clues/340965), [341225](/data/clues/341225), [341496](/data/clues/341496), [342793](/data/clues/342793), [343477](/data/clues/343477), [345617](/data/clues/345617), [346126](/data/clues/346126), [346158](/data/clues/346158), [346887](/data/clues/346887), [347008](/data/clues/347008), [347096](/data/clues/347096), [347226](/data/clues/347226), [347777](/data/clues/347777), [347881](/data/clues/347881), [347954](/data/clues/347954), [347957](/data/clues/347957), [348030](/data/clues/348030), [348581](/data/clues/348581), [348595](/data/clues/348595), [349447](/data/clues/349447), [349477](/data/clues/349477), [351031](/data/clues/351031), [351734](/data/clues/351734), [353283](/data/clues/353283), [354702](/data/clues/354702), [355184](/data/clues/355184), [355198](/data/clues/355198), [355494](/data/clues/355494), [355758](/data/clues/355758), [356741](/data/clues/356741), [357836](/data/clues/357836), [358217](/data/clues/358217), [358506](/data/clues/358506), [358900](/data/clues/358900), [359978](/data/clues/359978), [361600](/data/clues/361600), [361985](/data/clues/361985), [364155](/data/clues/364155), [364981](/data/clues/364981), [365897](/data/clues/365897), [366300](/data/clues/366300), [366736](/data/clues/366736), [369585](/data/clues/369585), [369732](/data/clues/369732), [370807](/data/clues/370807), [375137](/data/clues/375137), [375351](/data/clues/375351), [375500](/data/clues/375500), [376399](/data/clues/376399), [376902](/data/clues/376902), [377197](/data/clues/377197), [377312](/data/clues/377312), [379222](/data/clues/379222), [379791](/data/clues/379791), [379925](/data/clues/379925), [380386](/data/clues/380386), [381644](/data/clues/381644), [382218](/data/clues/382218), [382315](/data/clues/382315), [383755](/data/clues/383755), [385559](/data/clues/385559), [385944](/data/clues/385944), [387840](/data/clues/387840), [387895](/data/clues/387895), [388087](/data/clues/388087), [390298](/data/clues/390298), [391767](/data/clues/391767), [392322](/data/clues/392322), [392590](/data/clues/392590), [392703](/data/clues/392703), [394725](/data/clues/394725), [395398](/data/clues/395398), [395732](/data/clues/395732), [396900](/data/clues/396900), [397056](/data/clues/397056), [397079](/data/clues/397079), [398933](/data/clues/398933), [401302](/data/clues/401302), [401320](/data/clues/401320), [403222](/data/clues/403222), [403268](/data/clues/403268), [404117](/data/clues/404117), [404161](/data/clues/404161), [404169](/data/clues/404169), [404726](/data/clues/404726), [404998](/data/clues/404998), [405473](/data/clues/405473), [405608](/data/clues/405608), [405828](/data/clues/405828), [407644](/data/clues/407644), [407971](/data/clues/407971), [408313](/data/clues/408313), [408323](/data/clues/408323), [408380](/data/clues/408380), [408633](/data/clues/408633), [408675](/data/clues/408675), [409078](/data/clues/409078), [409672](/data/clues/409672), [409761](/data/clues/409761), [409921](/data/clues/409921), [410298](/data/clues/410298), [410416](/data/clues/410416), [410516](/data/clues/410516), [410777](/data/clues/410777), [411261](/data/clues/411261), [411803](/data/clues/411803), [411947](/data/clues/411947), [411993](/data/clues/411993), [412426](/data/clues/412426), [412806](/data/clues/412806), [412820](/data/clues/412820), [412975](/data/clues/412975), [413887](/data/clues/413887), [414017](/data/clues/414017), [414116](/data/clues/414116), [414238](/data/clues/414238), [415337](/data/clues/415337), [415585](/data/clues/415585), [415653](/data/clues/415653), [416010](/data/clues/416010), [417366](/data/clues/417366), [417459](/data/clues/417459), [417490](/data/clues/417490), [418737](/data/clues/418737), [419646](/data/clues/419646), [419880](/data/clues/419880), [420293](/data/clues/420293), [420627](/data/clues/420627), [420931](/data/clues/420931), [421014](/data/clues/421014), [421529](/data/clues/421529), [422355](/data/clues/422355), [422666](/data/clues/422666), [423058](/data/clues/423058), [423180](/data/clues/423180), [423816](/data/clues/423816), [423868](/data/clues/423868), [424015](/data/clues/424015), [424377](/data/clues/424377), [424991](/data/clues/424991), [426088](/data/clues/426088), [426310](/data/clues/426310), [426533](/data/clues/426533), [426632](/data/clues/426632), [427841](/data/clues/427841), [429877](/data/clues/429877), [430134](/data/clues/430134), [431558](/data/clues/431558), [431575](/data/clues/431575), [431597](/data/clues/431597), [431615](/data/clues/431615), [432020](/data/clues/432020), [432045](/data/clues/432045), [432663](/data/clues/432663), [432978](/data/clues/432978), [433018](/data/clues/433018), [433208](/data/clues/433208), [433511](/data/clues/433511), [433658](/data/clues/433658), [434224](/data/clues/434224), [434592](/data/clues/434592), [434648](/data/clues/434648), [435944](/data/clues/435944), [437520](/data/clues/437520), [437981](/data/clues/437981), [438140](/data/clues/438140), [438374](/data/clues/438374), [438396](/data/clues/438396), [438985](/data/clues/438985), [439380](/data/clues/439380), [439995](/data/clues/439995), [440641](/data/clues/440641), [440953](/data/clues/440953), [441467](/data/clues/441467), [442004](/data/clues/442004), [442920](/data/clues/442920), [443950](/data/clues/443950), [444058](/data/clues/444058), [444756](/data/clues/444756), [446777](/data/clues/446777), [446886](/data/clues/446886), [448825](/data/clues/448825), [449104](/data/clues/449104), [449558](/data/clues/449558), [449610](/data/clues/449610), [449642](/data/clues/449642), [450608](/data/clues/450608), [451366](/data/clues/451366), [451634](/data/clues/451634), [452095](/data/clues/452095), [452157](/data/clues/452157), [452459](/data/clues/452459), [453838](/data/clues/453838), [454714](/data/clues/454714), [454916](/data/clues/454916), [456550](/data/clues/456550), [456667](/data/clues/456667), [456717](/data/clues/456717), [457989](/data/clues/457989), [458506](/data/clues/458506), [458743](/data/clues/458743), [459494](/data/clues/459494), [459708](/data/clues/459708), [460463](/data/clues/460463), [460505](/data/clues/460505), [460887](/data/clues/460887), [460937](/data/clues/460937), [462336](/data/clues/462336), [463136](/data/clues/463136), [463414](/data/clues/463414), [463467](/data/clues/463467), [463951](/data/clues/463951), [465336](/data/clues/465336), [465405](/data/clues/465405), [465969](/data/clues/465969), [466245](/data/clues/466245), [467655](/data/clues/467655), [467886](/data/clues/467886), [469348](/data/clues/469348), [469349](/data/clues/469349), [469553](/data/clues/469553), [470014](/data/clues/470014), [471059](/data/clues/471059), [471533](/data/clues/471533), [472890](/data/clues/472890), [472916](/data/clues/472916), [473569](/data/clues/473569), [475620](/data/clues/475620), [476274](/data/clues/476274), [476948](/data/clues/476948), [477060](/data/clues/477060), [477805](/data/clues/477805), [478623](/data/clues/478623), [478712](/data/clues/478712), [479140](/data/clues/479140), [481115](/data/clues/481115), [483565](/data/clues/483565), [483781](/data/clues/483781), [483923](/data/clues/483923), [484757](/data/clues/484757), [485575](/data/clues/485575), [487406](/data/clues/487406), [487931](/data/clues/487931), [488118](/data/clues/488118), [489864](/data/clues/489864), [490080](/data/clues/490080), [490574](/data/clues/490574), [491166](/data/clues/491166), [491519](/data/clues/491519), [491909](/data/clues/491909), [491917](/data/clues/491917), [492360](/data/clues/492360), [492727](/data/clues/492727), [492931](/data/clues/492931), [492967](/data/clues/492967), [493665](/data/clues/493665), [495315](/data/clues/495315), [495515](/data/clues/495515), [496135](/data/clues/496135), [496150](/data/clues/496150), [496619](/data/clues/496619), [496881](/data/clues/496881), [497313](/data/clues/497313), [497319](/data/clues/497319), [499236](/data/clues/499236), [499961](/data/clues/499961), [582967](/data/clues/582967), [592269](/data/clues/592269), [597570](/data/clues/597570), [599201](/data/clues/599201), [601788](/data/clues/601788), [605473](/data/clues/605473), [608387](/data/clues/608387), [610642](/data/clues/610642), [614309](/data/clues/614309), [618683](/data/clues/618683), [622433](/data/clues/622433), [626930](/data/clues/626930), [627229](/data/clues/627229), [627299](/data/clues/627299), [630850](/data/clues/630850), [631507](/data/clues/631507), [634491](/data/clues/634491), [641816](/data/clues/641816), [642827](/data/clues/642827), [648334](/data/clues/648334), [649240](/data/clues/649240), [657258](/data/clues/657258), [658848](/data/clues/658848), [659927](/data/clues/659927), [660249](/data/clues/660249), [660388](/data/clues/660388), [660662](/data/clues/660662), [661738](/data/clues/661738), [661977](/data/clues/661977), [662417](/data/clues/662417), [663583](/data/clues/663583), [663819](/data/clues/663819), [665723](/data/clues/665723), [665751](/data/clues/665751), [665815](/data/clues/665815), [666258](/data/clues/666258), [667940](/data/clues/667940)"
